document_ID,question_ID,question,prediction_ID,prediction_sentence
5,133,Who waged an armed struggle for independence in 1962 after Eritrea was annexed?,[137],"When Emperor Haile Selassie unilaterally dissolved the Eritrean parliament and annexed the country in 1962, the Eritrean Liberation Front (ELF) waged an armed struggle for independence."
5,134,What does the acroynm ELF stand for?,[17],"One of these granite columns, the obelisk of Aksum, is the largest such structure in the world, standing at 90 feet."
5,135,How long did the Eritrean War for Independence last?,[9],"Subsequent annexation into Ethiopia led to the Eritrean War of Independence, ending with Eritrean independence following a referendum in April 1993."
5,136,What is the acronym for Eritrean People's Liberation Front?,[122],Eritrea was annexed by Ethiopia in 1953 (nominally within a federation until 1962) and an Eritrean Liberation Front formed in 1960.
5,137,What did disagreements following the Eritrean War result in?,[139],Disagreements following the war have resulted in stalemate punctuated by periods of elevated tension and renewed threats of war.
5,138,What did the stalemate lead the President of Eritrea to urge the UN to do?,[140],The stalemate led the President of Eritrea to urge the UN to take action on Ethiopia with the Eleven Letters penned by the President to the United Nations Security Council.
5,139,Who accused Eritrea of planting bombs at an African Union summit?,[142],"[citation needed] In 2011, Ethiopia accused Eritrea of planting bombs at an African Union summit in Addis Ababa, which was later supported by a UN report."
5,140,What supported the accusation that Eritrea planted bombs at the African Union summit?,[142],"[citation needed] In 2011, Ethiopia accused Eritrea of planting bombs at an African Union summit in Addis Ababa, which was later supported by a UN report."
5,141,What did Eritrea do when it was accused of planting bombs at the African Union summit?,[142],"[citation needed] In 2011, Ethiopia accused Eritrea of planting bombs at an African Union summit in Addis Ababa, which was later supported by a UN report."
5,142,"In 2004, how many physicians did Eritrea have per 1000 people?",[145],"Despite number of physicians increasing from only 0.2 in 1993 to 0.5 in 2004 per 1000 population, this is still very low."
5,143,How prevalent is HIV among the 15-49 age group in Eritrea?,[147],HIV prevalence among the 15–49 group exceeds 2%.
5,144,What is the fertility rate in Eriterea?,[148],The fertility rate is at about 5 births per woman.
5,145,"As of 2002, how many births were attended by skilled health personnel in Eriterea?",[150],"Similarly, between 1995 and 2002, the number of births attended by skilled health personnel has doubled but still is only 28.3%."
5,146,What is a major cause of death in neonates in Eriterea?,[151],A major cause of death in neonates is by severe infection.
5,147,How do most people dress in the larger cities of Eritrea?,[154],"In the larger cities, most people dress in Western casual dress such as jeans and shirts."
5,148,How do both men and women often dress in offices in Eritrea?,[155],"In offices, both men and women often dress in suits."
5,149,"What are zurias, the traditional clothes still worn by Christian highlander women in Eritrea?",[156],"Traditional clothing for Christian Tigrinya-speaking highlanders consists of bright white gowns called zurias for the women, and long white shirts accompanied by white pants for the men."
5,150,How do women in the Muslim communities of the Eritrean lowland dress?,[157],"In Muslim communities in the Eritrean lowland, the women traditionally dress in brightly colored clothes."
5,151,"Who are the only women who follow the tradition of covering half of their faces, though not their hair?",[158],"Only Rashaida women maintain a tradition of covering half of their faces, though they do not cover their hair."
5,152,What are the most popular sports in Eritrea?,[159],Football and cycling are the most popular sports in Eritrea.
5,153,What world record is held by Eritrean athlete Zersenay Tadese?,[161],"Zersenay Tadese, an Eritrean athlete, currently holds the world record in half marathon distance running."
5,154,What is the name of the multi-stage international cycling event held throughout Eritrea?,[162],"The Tour of Eritrea, a multi-stage international cycling event, is held annually throughout the country."
5,155,Who became the first black African riders to compete in the Tour de France?,[167],"Teklehaimanot and fellow Eritrean Merhawi Kudus became the first black African riders to compete in the Tour de France when they were selected by the MTN–Qhubeka team for the 2015 edition of the race, where, on 9 July, Teklehaimanot became the first African rider to wear the polkadot jersey."
5,156,Who became the first Eritrean to ride the Vuelta a Espana in 2012?,[165],"Berhane was named African Sportsman of the Year in 2013, ahead of footballers Yaya Touré and Didier Drogba, while Teklehaimanot became the first Eritrean to ride the Vuelta a España in 2012."
5,157,Who occupied the Red Sea coast during the last interglacial period?,[168],"During the last interglacial period, the Red Sea coast of Eritrea was occupied by early anatomically modern humans."
5,158,How old were the obsidian tools that were discovered by the Eritrean Research Project Team?,[170],"In 1999, the Eritrean Research Project Team composed of Eritrean, Canadian, American, Dutch and French scientists discovered a Paleolithic site with stone and obsidian tools dated to over 125,000 years old near the Bay of Zula south of Massawa, along the Red Sea littoral."
5,159,Where did the Research Project Team find the obsidian tools?,[170],"In 1999, the Eritrean Research Project Team composed of Eritrean, Canadian, American, Dutch and French scientists discovered a Paleolithic site with stone and obsidian tools dated to over 125,000 years old near the Bay of Zula south of Massawa, along the Red Sea littoral."
5,160,"What Team was composed of Eritrean, Canadian, American, Dutch and French scientists?",[170],"In 1999, the Eritrean Research Project Team composed of Eritrean, Canadian, American, Dutch and French scientists discovered a Paleolithic site with stone and obsidian tools dated to over 125,000 years old near the Bay of Zula south of Massawa, along the Red Sea littoral."
5,161,What were the tools believed to have been used for by early humans?,[171],The tools are believed to have been used by early humans to harvest marine resources like clams and oysters.
5,162,When was the Aussa Sultanate established?,[172],"At the end of the 16th century, the Aussa Sultanate was established in the Denkel lowlands of Eritrea."
5,163,Where was the Aussa Sultanate established?,[172],"At the end of the 16th century, the Aussa Sultanate was established in the Denkel lowlands of Eritrea."
5,164,Who was the leader of Afar in 1734?,[175],"In 1734, the Afar leader Kedafu, head of the Mudaito clan, seized power and established the Mudaito Dynasty."
5,165,What did Kedafu establish in 1734?,[175],"In 1734, the Afar leader Kedafu, head of the Mudaito clan, seized power and established the Mudaito Dynasty."
5,166,What marked the start of a new and sophisticated polity that would last into the colonial period?,[176],This marked the start of a new and more sophisticated polity that would last into the colonial period.
5,167,When did Emperor Yohannes II die?,[177],"In the vacuum that followed the 1889 death of Emperor Yohannes II, Gen. Oreste Baratieri occupied the highlands along the Eritrean coast and Italy proclaimed the establishment of the new colony of Italian Eritrea, a colony of the Kingdom of Italy."
5,168,What was the new colony of Italia Eritrea a colony of?,[28],"In 1888, the Italian administration launched its first development projects in the new colony."
5,169,What did Gen. Oreste Baratieri proclaim in the highlands along the Eritrean coast?,[177],"In the vacuum that followed the 1889 death of Emperor Yohannes II, Gen. Oreste Baratieri occupied the highlands along the Eritrean coast and Italy proclaimed the establishment of the new colony of Italian Eritrea, a colony of the Kingdom of Italy."
5,170,When was the Treaty of Wuchale signed?,[178],In the Treaty of Wuchale (It.
5,171,What years was the Treaty of Wuchale formally binding?,[178],In the Treaty of Wuchale (It.
5,172,What did Emperor Haile Selassie seek to annex in the 1950's?,[181],"In the 1950s, the Ethiopian feudal administration under Emperor Haile Selassie sought to annex Eritrea and Italian Somaliland."
5,173,Why did the British and Americans want to cede most of Eritrea to the Ethiopians?,[184],The British and Americans preferred to cede all of Eritrea except the Western province to the Ethiopians as a reward for their support during World War II.
5,174,Who laid claim to Eritrea and Italian Somaliland in a letter to Franklin D. Roosevelt?,[182],He laid claim to both territories in a letter to Franklin D. Roosevelt at the Paris Peace Conference and at the First Session of the United Nations.
5,175,Who consistently requested that a referendum be held immediately to settle the question of Eritrean sovereignty?,[185],The Independence Bloc of Eritrean parties consistently requested from the UN General Assembly that a referendum be held immediately to settle the Eritrean question of sovereignty.
5,176,Who did Ethiopians support in World War II?,[184],The British and Americans preferred to cede all of Eritrea except the Western province to the Ethiopians as a reward for their support during World War II.
5,177,How is the Eritrean highway system named?,[186],The Eritrean highway system is named according to the road classification.
5,178,"What are T roads, the lowest level that typically serves local interests?",[188],The lowest level road is tertiary and serves local interests.
5,179,What are the three levels of road classification in Eritrea?,[187],"The three levels of classification are: primary (P), secondary (S), and tertiary (T)."
5,180,"What are S roads, the mid-level that connects district capitals to regional capitals?",[191],The next higher level road is a secondary road and typically is a single-layered asphalt road that connects district capitals together and those to the regional capitals.
5,181,"What are P roads, those that carry traffic between all major towns in Eritrea?",[192],Roads that are considered primary roads are those that are fully asphalted (throughout their entire length) and in general they carry traffic between all the major towns in Eritrea.
5,182,What percentage of Eritrea is estimated to adhere to Christianity?,[193],"According to recent estimates, 50% of the population adheres to Christianity, Islam 48%, while 2% of the population follows other religions including traditional African religion and animism."
5,183,What percentage of Eritrea is estimated to adhere to Islam?,[193],"According to recent estimates, 50% of the population adheres to Christianity, Islam 48%, while 2% of the population follows other religions including traditional African religion and animism."
5,184,What do unrecognized faiths and denominations in Eritrea have to undergo?,[196],All other faiths and denominations are required to undergo a registration process.
5,185,When did the Eritrean government begin to officially recognize certain churches?,[195],"Since May 2002, the government of Eritrea has officially recognized the Eritrean Orthodox Tewahedo Church (Oriental Orthodox), Sunni Islam, the Eritrean Catholic Church (a Metropolitanate sui juris) and the Evangelical Lutheran church."
5,186,What does the government's registration system require religious groups to submit about their membership?,[197],"Among other things, the government's registration system requires religious groups to submit personal information on their membership to be allowed to worship."
5,187,What ages are officially compulsary for education in Eritrea?,[198],Education in Eritrea is officially compulsory between seven and 13 years of age.
5,188,What percentage of school-aged children are estimated to attend primary school?,[200],"Statistics vary at the elementary level, suggesting that between 65 and 70% of school-aged children attend primary school; Approximately 61% attend secondary school."
5,189,What percentage of school-aged children are estimated to attend secondary school?,[200],"Statistics vary at the elementary level, suggesting that between 65 and 70% of school-aged children attend primary school; Approximately 61% attend secondary school."
5,190,What is the student-teacher ratio in elementary schools?,[201],Student-teacher ratios are high: 45 to 1 at the elementary level and 54 to 1 at the secondary level.
5,191,What is the student-teacher ratio in secondary schools?,[201],Student-teacher ratios are high: 45 to 1 at the elementary level and 54 to 1 at the secondary level.
5,192,What meat does a traditional Eritrean stew consist of?,[206],"A typical traditional Eritrean dish consists of injera accompanied by a spicy stew, which frequently includes beef, kid, lamb or fish."
5,193,Which neighbor does Eritrean cuisine strongly resemble?,[207],"Overall, Eritrean cuisine strongly resembles those of neighboring Ethiopia, Eritrean cooking tend to feature more seafood than Ethiopian cuisine on account of their coastal location."
5,194,Why does Eritrean cooking tend to feature more seafood than Ethiopian cuisine?,[207],"Overall, Eritrean cuisine strongly resembles those of neighboring Ethiopia, Eritrean cooking tend to feature more seafood than Ethiopian cuisine on account of their coastal location."
5,195,How does the texture of Eritrean dishes compare to Ethiopian meals?,[208],"Eritrean dishes are also frequently ""lighter"" in texture than Ethiopian meals."
5,196,What ingredients fo Eritreans tend to use less of than Ethiopians?,[207],"Overall, Eritrean cuisine strongly resembles those of neighboring Ethiopia, Eritrean cooking tend to feature more seafood than Ethiopian cuisine on account of their coastal location."
6,0,What is the most frequent use of cotton?,[113],Cotton is used to make a number of textile products.
6,1,To what date has cotton been dated?,[7],"In Iran (Persia), the history of cotton dates back to the Achaemenid era (5th century BC); however, there are few sources about the planting of cotton in pre-Islamic Iran."
6,2,Where in India has cotton been found from prehistoric times?,[1],The use of cotton for fabric is known to date to prehistoric times; fragments of cotton fabric dated from 5000 BC have been excavated in Mexico and the Indus Valley Civilization in Ancient India (modern-day Pakistan and some parts of India).
6,3,In what Central American country has cotton use been found from early times?,[106],"The rapid uptake of polyester garments in the 1960s caused economic hardship in cotton-exporting economies, especially in Central American countries, such as Nicaragua, where cotton production had boomed tenfold between 1950 and 1965 with the advent of cheap chemical pesticides."
6,4,What machinery has lead to the  easily made and widespread use of cotton?,[116],Bed sheets often are made from cotton.
6,5,Where in Southeast Asia has early use of cotton been discovered?,[113],Cotton is used to make a number of textile products.
6,6,To what period has cotton been dated in Pakistan?,[1],The use of cotton for fabric is known to date to prehistoric times; fragments of cotton fabric dated from 5000 BC have been excavated in Mexico and the Indus Valley Civilization in Ancient India (modern-day Pakistan and some parts of India).
6,7,When did the Indus Valley Civilization cover parts of India and Pakistan?,[4],"Cotton cultivation in the region is dated to the Indus Valley Civilization, which covered parts of modern eastern Pakistan and northwestern India between 3300 and 1300 BCE The Indus cotton industry was well-developed and some methods used in cotton spinning and fabrication continued to be used until the industrialization of India."
6,8,Until what event did the ancient methods of spinning and fabrication of cotton last?,[4],"Cotton cultivation in the region is dated to the Indus Valley Civilization, which covered parts of modern eastern Pakistan and northwestern India between 3300 and 1300 BCE The Indus cotton industry was well-developed and some methods used in cotton spinning and fabrication continued to be used until the industrialization of India."
6,9,During what time did cotton become widely used in India?,[1],The use of cotton for fabric is known to date to prehistoric times; fragments of cotton fabric dated from 5000 BC have been excavated in Mexico and the Indus Valley Civilization in Ancient India (modern-day Pakistan and some parts of India).
6,10,Use of cotton in Iran dates back to what period?,[7],"In Iran (Persia), the history of cotton dates back to the Achaemenid era (5th century BC); however, there are few sources about the planting of cotton in pre-Islamic Iran."
6,11,When was the Achaemenid era?,[7],"In Iran (Persia), the history of cotton dates back to the Achaemenid era (5th century BC); however, there are few sources about the planting of cotton in pre-Islamic Iran."
6,12,In what source can references to cotton be found in Iran?,[7],"In Iran (Persia), the history of cotton dates back to the Achaemenid era (5th century BC); however, there are few sources about the planting of cotton in pre-Islamic Iran."
6,13,What 13th century explorer saw cotton in Persia?,[10],"Marco Polo (13th century) refers to the major products of Persia, including cotton."
6,14,What Frenchman in the 17th century noted cotton farming in Persia?,[11],"John Chardin, a French traveler of the 17th century who visited the Safavid Persia, spoke approvingly of the vast cotton farms of Persia."
6,15,When did cotton begin to be commercially grown in Egypt?,[13],Mohamed Ali Pasha accepted the proposition and granted himself the monopoly on the sale and export of cotton in Egypt; and later dictated cotton should be grown in preference to other crops.
6,16,What French businessman convinced the ruler of Egypt to grow cotton for the French market?,[12],"Though known since antiquity the commercial growing of cotton in Egypt only started in 1820's, following a Frenchman, by the name of M. Jumel, propositioning the then ruler, Mohamed Ali Pasha, that he could earn a substantial income by growing an extra-long staple Maho (Barbadence) cotton, in Lower Egypt, for the French market."
6,17,Who was ruler of Egypt in the 1820s?,[12],"Though known since antiquity the commercial growing of cotton in Egypt only started in 1820's, following a Frenchman, by the name of M. Jumel, propositioning the then ruler, Mohamed Ali Pasha, that he could earn a substantial income by growing an extra-long staple Maho (Barbadence) cotton, in Lower Egypt, for the French market."
6,18,How high had cotton revenues risen by the time of the American Civil War?,[14],"By the time of the American Civil war annual exports had reached $16 million (120,000 bales), which rose to $56 million by 1864, primarily due to the loss of the Confederate supply on the world market."
6,19,How many bales of cotton were produced by Egypt by 1903?,[15],"Exports continued to grow even after the reintroduction of US cotton, produced now by a paid workforce, and Egyptian exports reached 1.2 million bales a year by 1903."
6,20,In the late medieval period in Europe as what was cotton viewed?,[16],"During the late medieval period, cotton became known as an imported fiber in northern Europe, without any knowledge of how it was derived, other than that it was a plant."
6,21,What 1350 writer stated that cotton was produced by sheep that grew on trees?,[20],"John Mandeville, writing in 1350, stated as fact the now-preposterous belief: ""There grew there [India] a wonderful tree which bore tiny lambs on the endes of its branches."
6,22,What ancient writer gave later eras the idea that cotton might be a tree?,[177],This public relations effort gave them some recognition for sequencing the cotton genome.
6,23,By the end of what century was cotton grown in the Americas and Asia?,[23],"By the end of the 16th century, cotton was cultivated throughout the warmer regions in Asia and the Americas."
6,24,Why was it easy for people to believe that cotton grew on sheep that grew in plants?,[19],"Noting its similarities to wool, people in the region could only imagine that cotton must be produced by plant-borne sheep."
6,25,How did British rule effect Indian cotton processing?,[75],They concluded that the GM cotton effectively controlled bollworm.
6,26,During what centuries did British rule effect Indian cotton production?,[24],India's cotton-processing sector gradually declined during British expansion in India and the establishment of colonial rule during the late 18th and early 19th centuries.
6,27,What British business's policies damaged the Indian cotton industry?,[25],"This was largely due to aggressive colonialist mercantile policies of the British East India Company, which made cotton processing and manufacturing workshops in India uncompetitive."
6,28,What cotton products did British law mandate that India was allowed to sell?,[113],Cotton is used to make a number of textile products.
6,29,"If instead of producing fabrics, where was India forced to purchase cotton products?",[141],"The largest producers of cotton, currently (2009), are China and India, with annual production of about 34 million bales and 33.4 million bales, respectively; most of this production is consumed by their respective textile industries."
6,30,What event produced an expansion of the British cotton industry?,[141],"The largest producers of cotton, currently (2009), are China and India, with annual production of about 34 million bales and 33.4 million bales, respectively; most of this production is consumed by their respective textile industries."
6,31,When was a new spinning machine patented that boosted cotton production?,[29],"In 1738, Lewis Paul and John Wyatt, of Birmingham, England, patented the roller spinning machine, as well as the flyer-and-bobbin system for drawing cotton to a more even thickness using two sets of rollers that traveled at different speeds."
6,32,What device did James Hargreaves invent?,[30],"Later, the invention of the James Hargreaves' spinning jenny in 1764, Richard Arkwright's spinning frame in 1769 and Samuel Crompton's spinning mule in 1775 enabled British spinners to produce cotton yarn at much higher rates."
6,33,What was Samuel Crompton's invention of 1775?,[30],"Later, the invention of the James Hargreaves' spinning jenny in 1764, Richard Arkwright's spinning frame in 1769 and Samuel Crompton's spinning mule in 1775 enabled British spinners to produce cotton yarn at much higher rates."
6,34,"Whic British city was nicknamed ""Cottonopolis"" because of its cotton production?",[31],"From the late 18th century on, the British city of Manchester acquired the nickname ""Cottonopolis"" due to the cotton industry's omnipresence within the city, and Manchester's role as the heart of the global cotton trade."
6,35,What invention improved the cotton industry in both America and Britain?,[32],Production capacity in Britain and the United States was improved by the invention of the cotton gin by the American Eli Whitney in 1793.
6,36,What American invented the cotton gin?,[32],Production capacity in Britain and the United States was improved by the invention of the cotton gin by the American Eli Whitney in 1793.
6,37,"Before the use of the cotton gin, how was cotton separated?",[121],"The cottonseed which remains after the cotton is ginned is used to produce cottonseed oil, which, after refining, can be consumed by humans like any other vegetable oil."
6,38,What business development did the British use to establish a hold on the global cotton market?,[31],"From the late 18th century on, the British city of Manchester acquired the nickname ""Cottonopolis"" due to the cotton industry's omnipresence within the city, and Manchester's role as the heart of the global cotton trade."
6,39,From what source was raw cotton first bought and later resold?,[134],"The first medical use of cotton wool was by Sampson Gamgee at the Queen's Hospital (later the General Hospital) in Birmingham, England."
6,40,What was the difference that made American cotton preferred over Indian cotton?,[116],Bed sheets often are made from cotton.
6,41,"In the 1840s, what country could no longer adequately supply the British cotton mills?",[39],"By the 1840s, India was no longer capable of supplying the vast quantities of cotton fibers needed by mechanized British factories, while shipping bulky, low-price cotton from India to Britain was time-consuming and expensive."
6,42,"Besides buying from the American plantations, where else in the western hemisphere did Britain buy cotton?",[32],Production capacity in Britain and the United States was improved by the invention of the cotton gin by the American Eli Whitney in 1793.
6,43,By what time had cotton become prominent in the American economy of the south?,[41],"By the mid-19th century, ""King Cotton"" had become the backbone of the southern American economy."
6,44,What was cotton called in the 19th century?,[24],India's cotton-processing sector gradually declined during British expansion in India and the establishment of colonial rule during the late 18th and early 19th centuries.
6,45,What action of the Union damaged the southern cotton exports?,[43],"During the American Civil War, American cotton exports slumped due to a Union blockade on Southern ports, and also because of a strategic decision by the Confederate government to cut exports, hoping to force Britain to recognize the Confederacy or enter the war."
6,46,When did the American cotton industry fail?,[41],"By the mid-19th century, ""King Cotton"" had become the backbone of the southern American economy."
6,47,To what county's cotton did European buyers turn due to the American Civil War?,[43],"During the American Civil War, American cotton exports slumped due to a Union blockade on Southern ports, and also because of a strategic decision by the Confederate government to cut exports, hoping to force Britain to recognize the Confederacy or enter the war."
6,48,What characteristic of American cotton attracted buyers after the end of the Civil war?,[48],Cotton remained a key crop in the Southern economy after emancipation and the end of the Civil War in 1865.
6,49,What did the abandonment of Egyptian cotton mean to the Egyptian economy?,[44],"This prompted the main purchasers of cotton, Britain and France, to turn to Egyptian cotton."
6,50,What was the procedure called which involved workers to work for a share of the profits? ,[49],"Across the South, sharecropping evolved, in which landless black and white farmers worked land owned by others in return for a share of the profits."
6,51,What difficulty in harvesting cotton required a large labor force?,[35],"However, to produce a bale of cotton required over 600 hours of human labor, making large-scale production uneconomical in the United States, even with the use of humans as slave labor."
6,52,Besides adults what segment of the southern US population was involved in the harvesting of cotton?,[42],"In the United States, cultivating and harvesting cotton became the leading occupation of slaves."
6,53,What function of southern schools was created for children to pick cotton?,[53],"Rural and small town school systems had split vacations so children could work in the fields during ""cotton-picking."""
6,54,What part of the southern population worked as sharecroppers?,[168],Part of the difference in size between the two genomes is the amplification of retrotransposons (GORGE).
6,55,What is the optimum amount of rainfall for cotton growth?,[70],This eliminates the need to use large amounts of broad-spectrum insecticides to kill lepidopteran pests (some of which have developed pyrethroid resistance).
6,56,In what soil type does cotton prefer to grow ?,[135],"Cotton lisle is a finely-spun, tightly twisted type of cotton that is noted for being strong and durable."
6,57,Why is cotton grown as an annual crop?,[58],Cotton is naturally a perennial but is grown as an annual to help control pests.
6,58,Where in the US is considered the best place to grow cotton on Earth?,[15],"Exports continued to grow even after the reintroduction of US cotton, produced now by a paid workforce, and Egyptian exports reached 1.2 million bales a year by 1903."
6,59,What type of tolerances make cotton an ideal crop for semiarid areas?,[62],"Since cotton is somewhat salt and drought tolerant, this makes it an attractive crop for arid and semiarid regions."
6,60,To stop reliance on what was GM cotton developed?,[66],Genetically modified (GM) cotton was developed to reduce the heavy reliance on pesticides.
6,61,What form of cotton is GM?,[83],This made India the country with the largest area of GM cotton in the world.
6,62,What bacterium is used to produced GM cotton?,[86],The initial introduction of GM cotton proved to be a success in Australia – the yields were equivalent to the non-transgenic varieties and the crop used much less pesticide to produce (85% reduction).
6,63,What farming pest management technique does the use of GM grown plants promote?,[71],This spares natural insect predators in the farm ecology and further contributes to noninsecticide pest management.
6,64,What part of the life cycle of moths does Bt toxin effect?,[67],"The bacterium Bacillus thuringiensis (Bt) naturally produces a chemical harmful only to a small fraction of insects, most notably the larvae of moths and butterflies, beetles, and flies, and harmless to other forms of life."
6,65,In what year did a research study find that the use of Bt toxin plants failed to be effective after 7 years?,[73],"A 2006 study done by Cornell researchers, the Center for Chinese Agricultural Policy and the Chinese Academy of Science on Bt cotton farming in China found that after seven years these secondary pests that were normally controlled by pesticide had increased, necessitating the use of pesticides at similar levels to non-Bt cotton and causing less profit for farmers because of the extra expense of GM seeds."
6,66,On what did a 2009 study conclude that increased insects were dependent?,[74],"However, a 2009 study by the Chinese Academy of Sciences, Stanford University and Rutgers University refuted this."
6,67,What did a 2012 study suggest  was halved by the use of GM plants?,[78],"A 2012 Chinese study concluded that Bt cotton halved the use of pesticides and doubled the level of ladybirds, lacewings and spiders."
6,68,What did the 2012 study say was doubled by the use of GM cotton?,[78],"A 2012 Chinese study concluded that Bt cotton halved the use of pesticides and doubled the level of ladybirds, lacewings and spiders."
6,69,How much of the Earth's cotton crops are planted in GM cotton?,[86],The initial introduction of GM cotton proved to be a success in Australia – the yields were equivalent to the non-transgenic varieties and the crop used much less pesticide to produce (85% reduction).
6,70,How much area was planted in India in GM cotton in 2011?,[83],This made India the country with the largest area of GM cotton in the world.
6,71,What was the percentage of GM cotton planted in India in 2011?,[82],"The total cotton area in India was 12.1 million hectares in 2011, so GM cotton was grown on 88% of the cotton area."
6,72,Waht country has the largest area of GM cotton on Earth?,[83],This made India the country with the largest area of GM cotton in the world.
6,73,At what rank does US GM cotton stand in the world?,[83],This made India the country with the largest area of GM cotton in the world.
6,74,What percentage of Australia's cotton crop was GM in 2009?,[87],The subsequent introduction of a second variety of GM cotton led to increases in GM cotton production until 95% of the Australian cotton crop was GM in 2009 making Australia the country with the fifth largest GM cotton crop in the world.
6,75,What are organic plants understood to be?,[89],"Organic cotton is generally understood as cotton from plants not genetically modified and that is certified to be grown without the use of any synthetic agricultural chemicals, such as fertilizers or pesticides."
6,76,Without what are organic plants meant to be grown ? ,[89],"Organic cotton is generally understood as cotton from plants not genetically modified and that is certified to be grown without the use of any synthetic agricultural chemicals, such as fertilizers or pesticides."
6,77,What is meant by synthetic chemicals?,[102],A succession of new synthetic fibers were introduced by the chemicals industry in the following decades.
6,78,What group in the US determines the allowed practices in organic agriculture?,[92],"This institution determines the allowed practices for pest control, growing, fertilizing, and handling of organic crops."
6,79,How much organic cotton was produced worldwide in 2007?,[93],"As of 2007, 265,517 bales of organic cotton were produced in 24 countries, and worldwide production was growing at a rate of more than 50% per year."
6,80,What insect is the most destructive pest in cotton growing in the US?,[94],"Historically, in North America, one of the most economically destructive pests in cotton production has been the boll weevil."
6,81,What program has effectively eliminated the boll weevil in the US?,[95],"Due to the US Department of Agriculture's highly successful Boll Weevil Eradication Program (BWEP), this pest has been eliminated from cotton in most of the United States."
6,82,What is the organization that instigated the Boll Weevil Eradication Program?,[95],"Due to the US Department of Agriculture's highly successful Boll Weevil Eradication Program (BWEP), this pest has been eliminated from cotton in most of the United States."
6,83,What form of cotton contains a genetically modified gene?,[66],Genetically modified (GM) cotton was developed to reduce the heavy reliance on pesticides.
6,84,On what does the use of Bt cotton reduce reliance?,[66],Genetically modified (GM) cotton was developed to reduce the heavy reliance on pesticides.
6,85,How is most cotton harvested?,[42],"In the United States, cultivating and harvesting cotton became the leading occupation of slaves."
6,86,What is the cotton harvesting machine that removes the boll with damaging the plant?,[97],"Most cotton in the United States, Europe and Australia is harvested mechanically, either by a cotton picker, a machine that removes the cotton from the boll without damaging the cotton plant, or by a cotton stripper, which strips the entire boll off the plant."
6,87,What machine strips off the entire head of the cotton plant?,[97],"Most cotton in the United States, Europe and Australia is harvested mechanically, either by a cotton picker, a machine that removes the cotton from the boll without damaging the cotton plant, or by a cotton stripper, which strips the entire boll off the plant."
6,88,What weather conditions mandate the planting of stripper types of cotton?,[97],"Most cotton in the United States, Europe and Australia is harvested mechanically, either by a cotton picker, a machine that removes the cotton from the boll without damaging the cotton plant, or by a cotton stripper, which strips the entire boll off the plant."
6,89,What type of plant is cotton?,[80],This was 69% of the worldwide total area planted in cotton.
6,90,What was the first manufactured fiber?,[100],The era of manufactured fibers began with the development of rayon in France in the 1890s.
6,91,When was rayon first made in France?,[140],"This type of thread was first made in the city of Lisle, France (now Lille), hence its name."
6,92,What type of industry produced a growing chain of synthetic fibers?,[102],A succession of new synthetic fibers were introduced by the chemicals industry in the following decades.
6,93,What company produced nylon and acrylic in the 1930s and 1940s?,[104],"Nylon, the first fiber synthesized entirely from petrochemicals, was introduced as a sewing thread by DuPont in 1936, followed by DuPont's acrylic in 1944."
6,94,What was manufactured completely from petrochemicals?,[119],"While many fabrics are made completely of cotton, some materials blend cotton with other fibers, including rayon and synthetic fibers such as polyester."
6,95,What prompted a help program produced by cotton producers in the 1960s?,[58],Cotton is naturally a perennial but is grown as an annual to help control pests.
6,96,What law was passed in 1966 to aid cotton producers?,[26],"Indian markets were increasingly forced to supply only raw cotton and, by British-imposed law, to purchase manufactured textiles from Britain."
6,97,What type of competitors does the 1966 act help combat?,[110],"With the passage of the Cotton Research and Promotion Act of 1966, the program joined forces and began battling synthetic competitors and re-establishing markets for cotton."
6,98,Where has the Cotton Research and Promotion Act made cotton the best selling fiber?,[110],"With the passage of the Cotton Research and Promotion Act of 1966, the program joined forces and began battling synthetic competitors and re-establishing markets for cotton."
6,99,What did producers of cotton have to re-establish after the market declined?,[108],"Beginning as a self-help program in the mid-1960s, the Cotton Research and Promotion Program (CRPP) was organized by U.S. cotton producers in response to cotton's steady decline in market share."
6,100,For what is cotton used to make?,[113],Cotton is used to make a number of textile products.
6,101,"Besides new cotton fibers, what type of fibers can be used to make cotton products?",[113],Cotton is used to make a number of textile products.
6,102,With what is cotton often blended to make a new style of fabric?,[120],"It can either be used in knitted or woven fabrics, as it can be blended with elastine to make a stretchier thread for knitted fabrics, and apparel such as stretch jeans."
6,103,What kinds of fabrics can be made from blended fibers?,[119],"While many fabrics are made completely of cotton, some materials blend cotton with other fibers, including rayon and synthetic fibers such as polyester."
6,104,For what can cotton yarn be used?,[117],Cotton also is used to make yarn used in crochet and knitting.
6,105,For what is cottonseed used after it is separate from the fibers?,[121],"The cottonseed which remains after the cotton is ginned is used to produce cottonseed oil, which, after refining, can be consumed by humans like any other vegetable oil."
6,106,What product is processed cottonseed oil?,[121],"The cottonseed which remains after the cotton is ginned is used to produce cottonseed oil, which, after refining, can be consumed by humans like any other vegetable oil."
6,107,What is cottonseed meal used for feed?,[122],The cottonseed meal that is left generally is fed to ruminant livestock; the gossypol remaining in the meal is toxic to monogastric animals.
6,108,For what purpose are cottonseed hulls used in feed?,[123],Cottonseed hulls can be added to dairy cattle rations for roughage.
6,109,As what did early scientists describe gossypol ?,[125],Gossypol was one of the many substances found in all parts of the cotton plant and it was described by the scientists as 'poisonous pigment'.
